,0,1
GlendaleCALos Angeles,34.1469416,-118.2478471
ComptonCALos Angeles,33.894927,-118.226624
LynwoodCALos Angeles,33.924831,-118.2024154
Van NuysCALos Angeles,34.1866193,-118.4486669
Mira LomaCARiverside,33.5045742,-117.1385853
EncinitasCASan Diego,33.0369867,-117.2919818
PalaCASan Diego,33.3653102,-117.0766965
ValenciaCALos Angeles,34.413819,-118.5610378
CoronaCARiverside,33.8752945,-117.5664449
CarlsbadCASan Diego,33.1580933,-117.3505966
CommerceCALos Angeles,34.002581,-118.156586
CarsonCALos Angeles,33.8322043,-118.2517547
Valley VillageCALos Angeles,34.1637147,-118.3965758
GardenaCALos Angeles,33.8963593,-118.3053037
WhittierCALos Angeles,33.9708782,-118.0308396
OceansideCASan Diego,33.1958696,-117.3794834
PerrisCARiverside,33.7825194,-117.2286478
HesperiaCASan Bernardino,34.4263886,-117.3008784
LawndaleCALos Angeles,33.8885217,-118.3531991
FullertonCAOrange,33.8708215,-117.9294165
Lake ElsinoreCARiverside,33.6680772,-117.3272615
Santa Fe SpringsCALos Angeles,33.9480787,-118.0691499
Canyon CountryCALos Angeles,34.4233293,-118.4720281
El CajonCASan Diego,32.7947731,-116.9625269
Stevenson RanchCALos Angeles,34.3881783,-118.5853957
Valley CenterCASan Diego,33.226192999999995,-117.0291299794908
Culver CityCALos Angeles,34.0211224,-118.3964665
San PedroCALos Angeles,33.7358518,-118.2922934
San BernardinoCASan Bernardino,34.8253019,-116.0833144
National CityCASan Diego,32.6781085,-117.0991967
CamarilloCAVentura,34.2176371,-119.0383541
San YsidroCASan Diego,32.5520013,-117.0430813
CovinaCALos Angeles,34.08214965,-117.87212381516031
BloomingtonCASan Bernardino,34.060665,-117.40080832546133
Baldwin ParkCALos Angeles,34.0854739,-117.9611761
RialtoCASan Bernardino,34.1064001,-117.3703235
AlhambraCALos Angeles,34.093042,-118.12706
RosemeadCALos Angeles,34.0676169,-118.0879763
BreaCAOrange,33.9170444,-117.8888557
Porter RanchCALos Angeles,34.2818164,-118.5612714
WestminsterCAOrange,33.7578725,-117.9859054
ActonCALos Angeles,34.48074149999999,-118.1868378638664
Newbury ParkCAVentura,34.183671,-118.9118302
WalnutCALos Angeles,33.7085883,-117.7926096
Mission ViejoCAOrange,33.5965685,-117.659405
AltadenaCALos Angeles,34.1863161,-118.1352329
Forest FallsCASan Bernardino,34.088345,-116.9203046
Rowland HeightsCALos Angeles,33.9761238,-117.9053395
ArcadiaCALos Angeles,34.1362075,-118.0401497
MenifeeCARiverside,33.6864432,-117.1770437
Chula VistaCASan Diego,32.6400541,-117.0841955
LandersCASan Bernardino,34.266114,-116.3930703
MoorparkCAVentura,34.285558,-118.8820414
Santa MonicaCALos Angeles,34.0250724,-118.4965129
MurrietaCARiverside,33.560832,-117.2106564
La CrescentaCALos Angeles,34.230429,-118.2350733
EncinoCALos Angeles,34.1591324,-118.5016166
TopangaCALos Angeles,34.0897,-118.6029649
March Air Reserve BaseCARiverside,33.88451835,-117.25621930598837
Harbor CityCALos Angeles,33.7972822,-118.3004717
UplandCASan Bernardino,34.09751,-117.6483876
Yorba LindaCAOrange,33.8901096,-117.8249705
Solana BeachCASan Diego,32.9905597,-117.2691316
AlpineCASan Diego,38.5893934,-119.8345013
MontclairCASan Bernardino,34.0775104,-117.6897776
Santa ClaritaCALos Angeles,34.3916641,-118.542586
Santa YsabelCASan Diego,33.1092099,-116.6730763
Seal BeachCAOrange,33.7423967,-118.1055926
La MesaCASan Diego,32.7678288,-117.0230839
Big Bear CityCASan Bernardino,34.267886,-116.84859785319148
Westlake VillageCAVentura,34.1460234,-118.8061794
TarzanaCALos Angeles,34.1688075,-118.5361198
South PasadenaCALos Angeles,34.1133062,-118.1478291
Grand TerraceCASan Bernardino,34.0339031,-117.3136544
Huntington BeachCAOrange,33.6783336,-118.0000166
Mission HillsCALos Angeles,34.687584,-120.43901754304565
San FernandoCALos Angeles,34.28497,-118.437652
HawthorneCALos Angeles,33.9188589,-118.3483256
BellflowerCALos Angeles,33.8825705,-118.1167679
Lake ArrowheadCASan Bernardino,34.2489684,-117.1913321
RamonaCASan Diego,33.035378,-116.86751322074122
Studio CityCALos Angeles,34.1483989,-118.3961877
BeaumontCARiverside,33.9294606,-116.977248
Garden GroveCAOrange,33.7746292,-117.9463717
Rancho CucamongaCASan Bernardino,34.1033192,-117.5751735
JulianCASan Diego,33.078597,-116.6023154
GlendoraCALos Angeles,34.1361187,-117.865339
San GabrielCALos Angeles,34.0990733,-118.1085682
ParamountCALos Angeles,33.898917,-118.171005
City Of IndustryCALos Angeles,40.7630341,-111.8848752
San MarcosCASan Diego,33.1433723,-117.1661449
AzusaCALos Angeles,34.1338751,-117.9056046
San DimasCALos Angeles,34.1066756,-117.8067257
South GateCALos Angeles,33.9463456,-118.200981
Huntington ParkCALos Angeles,33.9827043,-118.2120343
Oak ParkCAVentura,34.1792025,-118.7619719
Marina Del ReyCALos Angeles,33.9776848,-118.4486479
North HillsCALos Angeles,34.2429575,-118.4854081
Cardiff By the SeaCASan Diego,33.0220155,-117.2803463
Woodland HillsCALos Angeles,34.1684364,-118.6058382
Monterey ParkCALos Angeles,34.051522,-118.129807
Pacific PalisadesCALos Angeles,34.0480643,-118.5264706
FallbrookCASan Diego,33.3764196,-117.2511466
CalimesaCARiverside,34.0039044,-117.0619774
VictorvilleCASan Bernardino,34.5361067,-117.2911565
PlacentiaCAOrange,33.8714814,-117.8617337
BonsallCASan Diego,33.276247999999995,-117.1996207741447
San ClementeCAOrange,33.4270275,-117.6124179
Fountain ValleyCAOrange,33.7038145,-117.9627349
Granada HillsCALos Angeles,34.2661558,-118.5174342
West CovinaCALos Angeles,34.0686208,-117.9389526
Del MarCASan Diego,32.9594891,-117.2653146
Thousand PalmsCARiverside,33.8217125,-116.39358
BanningCARiverside,33.9255685,-116.875289
Pico RiveraCALos Angeles,33.9830688,-118.096735
MonroviaCALos Angeles,34.1483499,-118.0014517
Costa MesaCAOrange,33.6633386,-117.903317
San Juan CapistranoCAOrange,33.5016932,-117.6625509
San JacintoCARiverside,33.7839664,-116.9589086
HomelandCARiverside,33.7456205,-117.10775063421292
La MiradaCALos Angeles,33.9060971,-118.0107092
Bell GardensCALos Angeles,33.9694561,-118.1503953
NorcoCARiverside,33.9323307,-117.5508901
ArtesiaCALos Angeles,33.8690197,-118.0796195
LittlerockCALos Angeles,34.5213675,-117.98739359695347
ChatsworthCALos Angeles,34.2595715,-118.6023247
Laguna HillsCAOrange,33.5948758,-117.6882067
Agoura HillsCALos Angeles,34.14791,-118.7657042
Pauma ValleyCASan Diego,33.3033679,-116.9814167
Desert Hot SpringsCARiverside,33.961124,-116.5016784
IndioCARiverside,33.7192808,-116.2188054
DuarteCALos Angeles,34.1394513,-117.9772873
StantonCAOrange,33.79410005,-117.99510059728792
OjaiCAVentura,34.4480495,-119.242889
WinchesterCARiverside,33.719382249999995,-117.06328473837351
CastaicCALos Angeles,34.4826899,-118.6307097
SilveradoCAOrange,33.7461295,-117.6369939
Rancho Santa FeCASan Diego,33.024194949999995,-117.19815158464624
LakesideCASan Diego,32.8572719,-116.9222489
CoronadoCASan Diego,32.6915199,-117.1766947
PotreroCASan Diego,32.6047822,-116.6130731
Ladera RanchCAOrange,33.5510165,-117.6385401
FillmoreCAVentura,34.3985613,-118.9125093
Marina del ReyCALos Angeles,33.9776848,-118.4486479
Palm SpringsCARiverside,33.8246269,-116.540303
Foothill RanchCAOrange,33.6837644,-117.6622499
DescansoCASan Diego,32.8528287,-116.6158525
Pine ValleyCASan Diego,32.841743949999994,-116.51504789059828
CabazonCARiverside,33.9090305,-116.77953445075823
North Palm SpringsCARiverside,33.9227924,-116.5430685
Camp PendletonCASan Diego,37.3785372,-122.1160057
Toluca LakeCALos Angeles,34.1521688,-118.3571417
PalmdaleCALos Angeles,34.5793131,-118.1171108
Loma LindaCASan Bernardino,34.075626,-117.25204775
CarpinteriaCASanta Barbara,34.3988838,-119.5184564
Cathedral CityCARiverside,33.822998049999995,-116.4668702427116
La VerneCALos Angeles,34.1008426,-117.7678355
ValyermoCALos Angeles,34.4461079,-117.8522857
AguangaCARiverside,33.4428094,-116.8650235
BonitaCASan Diego,32.664798,-117.01596176077473
Newport BeachCAOrange,33.6170092,-117.9294401
WildomarCARiverside,33.61603035,-117.25605451906165
Lemon GroveCASan Diego,32.7425516,-117.0314172
MalibuCALos Angeles,34.035591,-118.689423
Lucerne ValleyCASan Bernardino,34.4436167,-116.9455239
PhelanCASan Bernardino,34.426298,-117.5725026
Laguna NiguelCAOrange,33.5225261,-117.7075526
NuevoCARiverside,33.8056345,-117.13956015339622
Trabuco CanyonCAOrange,33.6626232,-117.58938
Palm DesertCARiverside,33.7288179,-116.3825711
View ParkCALos Angeles,34.2834089,-119.25378168796075
LakewoodCALos Angeles,33.8503463,-118.1171914
BoulevardCASan Diego,32.6636712,-116.273629
Mountain CenterCARiverside,33.7047975,-116.7252925
GoletaCASanta Barbara,34.4358295,-119.8276389
IdyllwildCARiverside,33.7402774,-116.7189424
Twin PeaksCASan Bernardino,37.75464,-122.44648
Santa PaulaCAVentura,34.3541659,-119.0592705
RimforestCASan Bernardino,34.2297292,-117.2250419
La PalmaCAOrange,33.846404,-118.0467306
WinnetkaCALos Angeles,34.1974485,-118.5710059
VernonCALos Angeles,34.007135,-118.22525
La HabraCAOrange,33.9316066,-117.9454867
Signal HillCALos Angeles,33.804826,-118.168259
ClaremontCALos Angeles,34.0966764,-117.7197785
Sun CityCARiverside,33.7010223,-117.2027867
San ClementeCASan Diego,33.4270275,-117.6124179
MontroseCALos Angeles,34.2064181,-118.2288887
WrightwoodCASan Bernardino,34.3608341,-117.6333884
SunlandCALos Angeles,34.2669466,-118.3023
YucaipaCASan Bernardino,34.033625,-117.0430865
Chino HillsCASan Bernardino,33.9926803,-117.760056
JamulCASan Diego,32.7169988,-116.8761347
El SegundoCALos Angeles,33.917028,-118.4156337
CrestlineCASan Bernardino,34.2495525,-117.29389561188812
Rolling Hills EstatesCALos Angeles,33.7877943,-118.3581284
TujungaCALos Angeles,34.252225,-118.2884105
Thousand OaksCAVentura,34.17142715,-118.91058772974445
ChinoCALos Angeles,34.0133561,-117.690075
Pinon HillsCASan Bernardino,34.433331,-117.6467225
LlanoCALos Angeles,34.5058282,-117.8178409
CampoCASan Diego,32.6130227,-116.4677244
Capistrano BeachCAOrange,33.4625277,-117.6717175
AnzaCARiverside,33.5559483,-116.6745701
Rancho DominguezCALos Angeles,33.859592,-118.2106472
Canoga ParkCALos Angeles,34.2010541,-118.5977282
Los AlamitosCAOrange,33.8038865,-118.0772433
Oak HillsCASan Bernardino,34.3997225,-117.3406015
VeniceCALos Angeles,33.995044,-118.4668875
Lake ForestCAOrange,33.6469261,-117.6859213
Cedar GlenCASan Bernardino,34.2535896,-117.1646512
Laguna BeachCAOrange,33.5426975,-117.785366
Aliso ViejoCAOrange,33.5761376,-117.7258122
Santa Rosa ValleyCAVentura,38.4404925,-122.7141049
Angelus OaksCASan Bernardino,34.1458435,-116.9825321
AguangaCASan Diego,33.4428094,-116.8650235
Joshua TreeCASan Bernardino,34.1265262,-116.32093491214893
SomisCAVentura,34.2572261,-118.9962124
Midway CityCAOrange,33.7447388,-117.9892263
San MarinoCALos Angeles,34.1215947,-118.1057394
Playa del ReyCALos Angeles,33.9550828,-118.4367496
Temple CityCALos Angeles,34.1082994,-118.0577568
RanchitaCASan Diego,33.2100397,-116.5166835
SugarloafCASan Bernardino,34.2433411,-116.8289178
MaywoodCALos Angeles,33.9866807,-118.185349
La Habra HeightsCAOrange,33.9604546,-117.9504255
Corona del MarCAOrange,33.599523,-117.8724843
Oak ViewCAVentura,34.398051,-119.29900228015194
Apple ValleyCASan Bernardino,34.5008311,-117.1858759
Redondo BeachCALos Angeles,33.8455911,-118.3886766
Hawaiian GardensCALos Angeles,33.8284787,-118.0743137
Yucca ValleyCASan Bernardino,34.1234629,-116.4140676
WhitewaterCARiverside,33.9250147,-116.6383477
Blue JayCASan Bernardino,34.2460204,-117.210297
SkyforestCASan Bernardino,34.2352847,-117.1792073
DulzuraCASan Diego,32.6442247,-116.7814093
IrwindaleCALos Angeles,34.1069927,-117.9342148
PomonaCASan Bernardino,34.0553813,-117.7517496
Palos Verdes PeninsulaCALos Angeles,34.0536909,-118.2427666
Morongo ValleyCASan Bernardino,34.0537585,-116.59672363338927
Windsor HillsCALos Angeles,33.9869591,-118.3541212
Point Mugu NawcCAVentura,34.4458248,-119.0779359
Universal CityCALos Angeles,34.1412926,-118.3584364
RedlandsCARiverside,34.055735,-117.1888961
PowayCASan Diego,32.9628234,-117.0358646
BellCALos Angeles,33.9747806,-118.1866361
Bermuda DunesCARiverside,33.7438202,-116.2863072
West HollywoodCALos Angeles,34.0923014,-118.3692894
LompocCASanta Barbara,34.6391501,-120.4579409
Borrego SpringsCASan Diego,33.2566792,-116.3782682
MalibuCAVentura,34.035591,-118.689423
Warner SpringsCASan Diego,33.2822596,-116.6336303
Westlake VillageCALos Angeles,34.1460234,-118.8061794
Thousand OaksCALos Angeles,34.17142715,-118.91058772974445
Mt BaldyCASan Bernardino,34.2891206,-117.6464047
Cedarpines ParkCASan Bernardino,34.2500062,-117.3258786
TecateCASan Diego,32.5833711,-116.6285217
Newport CoastCAOrange,33.5960993,-117.8349085
NorthridgeCALos Angeles,34.2345615,-118.5369316
Cherry ValleyCARiverside,33.97956550000001,-116.9705844401558
Rancho Santa MargaritaCAOrange,33.6408845,-117.6029341
Rancho MirageCARiverside,33.763346,-116.4228596
PearblossomCALos Angeles,34.506383,-117.9097881
La HabraCALos Angeles,33.9316066,-117.9454867
Big Bear LakeCASan Bernardino,34.2440587,-116.9101808
Panorama CityCALos Angeles,34.2242902,-118.4453745
SummerlandCASanta Barbara,34.4213845,-119.5965173
Playa Del ReyCALos Angeles,33.9550828,-118.4367496
Bell CanyonCALos Angeles,34.2063463,-118.6858253
ArletaCALos Angeles,34.2413266,-118.4322047
CypressCAOrange,33.8248235,-118.0399368
Dana PointCAOrange,33.4669721,-117.6981075
Beverly HillsCALos Angeles,34.0696501,-118.3963062
Rancho Palos VerdesCALos Angeles,33.7483311,-118.3707683
Port HuenemeCAVentura,34.1477558,-119.1951559
ResedaCALos Angeles,34.2000784,-118.5369884
La QuintaCARiverside,33.66365425,-116.27770251129584
AdelantoCASan Bernardino,34.5827699,-117.409215
PiruCAVentura,34.4156137,-118.7927456
Hidden HillsCALos Angeles,34.164091,-118.657837
Lytle CreekCASan Bernardino,34.2591728,-117.5000512
West HillsCALos Angeles,34.2032325,-118.645476
Sunset BeachCAOrange,33.7179231,-118.0706056
Imperial BeachCASan Diego,32.5839444,-117.1130849
Manhattan BeachCALos Angeles,33.8915985,-118.3951241
Indian WellsCARiverside,33.7217965,-116.3383034
CudahyCALos Angeles,33.9620584,-118.1835395
LomitaCALos Angeles,33.8036545,-118.3195014
Villa ParkCAOrange,33.8147541,-117.8206235
Lake SherwoodCAVentura,34.13705515,-118.87489587697775
TampaFLHillsborough,27.9477595,-82.458444
MiamiFLMiami-Dade,25.7742658,-80.1936589
HialeahFLMiami-Dade,25.8575963,-80.2781057
Pompano BeachFLBroward,26.2378597,-80.1247667
OrlandoFLOrange,28.5421109,-81.3790304
Palm CoastFLFlagler,29.5541432,-81.2207673
Miami BeachFLMiami-Dade,25.7929198,-80.1353006
West Palm BeachFLPalm Beach,26.7153425,-80.0533746
ClearwaterFLPinellas,27.9658533,-82.8001026
Lake WorthFLPalm Beach,26.615891,-80.0691435
BradentonFLManatee,27.4989278,-82.5748194
Winter ParkFLOrange,28.5977707,-81.3510264
Palm BayFLBrevard,28.0330075,-80.6433552
Merritt IslandFLBrevard,28.3581193,-80.6968385
Pinellas ParkFLPinellas,27.8428025,-82.6995444
Saint PetersburgFLPinellas,27.7703796,-82.6695085
Fort MyersFLLee,26.640628,-81.8723084
Boca RatonFLPalm Beach,26.3586885,-80.0830984
HollywoodFLBroward,26.0112014,-80.1494901
PalmettoFLManatee,27.5214269,-82.5723193
Fort LauderdaleFLBroward,26.1223084,-80.1433786
Boynton BeachFLPalm Beach,26.5253491,-80.0664309
ChristmasFLOrange,28.520462000000002,-80.99779866448843
FellsmereFLIndian River,27.7677894,-80.6013691
Port Saint LucieFLSt. Lucie,27.2939333,-80.3503283
SarasotaFLSarasota,27.3364347,-82.5306527
SarasotaFLManatee,27.3364347,-82.5306527
Vero BeachFLIndian River,27.6387163,-80.3975399
Wesley ChapelFLPasco,28.1866014,-82.36612096903323
TitusvilleFLBrevard,28.6122187,-80.8075538
Plant CityFLHillsborough,28.01806015,-82.11848198507127
WindermereFLOrange,28.4944695,-81.5345547
GibsontonFLHillsborough,27.82826,-82.37187856336033
Cape CoralFLLee,26.6059432,-81.9806771
Port RicheyFLPasco,28.2716755,-82.7195451
New Port RicheyFLPasco,28.2441768,-82.7192671
DebaryFLVolusia,28.879705350000002,-81.32221230980909
MelbourneFLBrevard,28.0836269,-80.6081089
Spring HillFLHernando,28.483576,-82.5338633376176
Opa LockaFLMiami-Dade,25.896733849999997,-80.25949640850294
Howey in the HillsFLLake,28.7169384,-81.7734106
North Fort MyersFLLee,26.7107495,-81.81301045982603
BrooksvilleFLHernando,28.5552719,-82.3878709
LutzFLHillsborough,28.1300994,-82.45918424070945
Tarpon SpringsFLPinellas,28.148082950000003,-82.74380159717906
Palm HarborFLPinellas,28.0780718,-82.7637127
VeniceFLSarasota,27.0999188,-82.4543597
HallandaleFLBroward,25.985600599999998,-80.13999671464335
Lakewood RanchFLManatee,27.451064000000002,-82.41015910030687
Bonita SpringsFLLee,26.3525758,-81.8211122
SeffnerFLHillsborough,27.998541000000003,-82.27488400225634
LakelandFLPolk,28.0394654,-81.9498042
OdessaFLPasco,28.183222,-82.55402792188
MicanopyFLAlachua,29.5075841,-82.2810364487525
Sun City CenterFLHillsborough,27.718086,-82.351759
GrovelandFLLake,28.5580546,-81.8511889
KissimmeeFLOsceola,28.2918995,-81.4075838
EsteroFLLee,26.4381474,-81.8067537
LabelleFLHendry,26.7615384,-81.4385828
Land O LakesFLPasco,28.2188992,-82.4575938
Lehigh AcresFLLee,26.6040585,-81.65813330967424
Palm Beach GardensFLPalm Beach,26.8418256,-80.13590694666684
Coral GablesFLMiami-Dade,25.72149,-80.2683838
OkahumpkaFLLake,28.745642,-81.89620281659585
Delray BeachFLPalm Beach,26.4614625,-80.0728201
MaitlandFLOrange,28.6252263,-81.37373441287073
Miami GardensFLMiami-Dade,25.9423108,-80.23976495072381
North PortFLSarasota,27.044224,-82.2359254
Deerfield BeachFLBroward,26.318342,-80.0996306
San AntonioFLPasco,28.3361142,-82.2745308
NaplesFLCollier,26.1421976,-81.7942944
ZephyrhillsFLPasco,28.2336196,-82.1811947
RiverviewFLHillsborough,27.871197,-82.3269883
DunedinFLPinellas,28.0197404,-82.7717684
DavieFLBroward,26.075729,-80.28410897530864
Saint CloudFLOsceola,28.2498534,-81.2839038
SeminoleFLPinellas,28.7225829,-81.2353683
OldsmarFLPinellas,28.043504249999998,-82.67564741542667
Dade CityFLPasco,28.3647248,-82.1959178
Apollo BeachFLHillsborough,27.7729445,-82.39813752699379
St Pete BeachFLPinellas,27.7253065,-82.741212
HomesteadFLMiami-Dade,25.4718946,-80.4759905
OspreyFLSarasota,27.1961627,-82.4903748
WildwoodFLSumter,28.865264,-82.0389743
MinneolaFLLake,28.5744441,-81.7461873
RockledgeFLBrevard,28.313751500000002,-80.72421890178558
DavenportFLPolk,28.1614046,-81.6017417
BunnellFLFlagler,29.4657731,-81.2576832
LantanaFLPalm Beach,26.5865308,-80.052166
OchopeeFLCollier,25.9014871,-81.3034103
LutzFLPasco,28.1300994,-82.45918424070945
EllentonFLManatee,27.5223985,-82.54474956743763
ParrishFLManatee,27.5875357,-82.4250941
SanfordFLSeminole,28.8117297,-81.2680345
Fort PierceFLSt. Lucie,27.4467056,-80.3256056
MimsFLBrevard,28.683293,-80.84574020791968
Saint James CityFLLee,26.552068,-82.09829397345612
StuartFLMartin,27.197983,-80.2519175
Bowling GreenFLHardee,27.6383673,-81.8239717
LargoFLPinellas,27.9094665,-82.7873244
Winter GardenFLOrange,28.5656649,-81.5856742
Zolfo SpringsFLHardee,27.4933718,-81.7959155
HudsonFLPasco,28.3617709,-82.6932847
DeltonaFLVolusia,28.9005446,-81.2636738
EustisFLLake,28.851817150000002,-81.71085533823347
TavaresFLLake,28.78992535,-81.77516353978501
ApopkaFLOrange,28.6779683,-81.5115214
Pomona ParkFLPutnam,29.5002492,-81.5914659
Punta GordaFLCharlotte,26.9297836,-82.0453664
OsteenFLVolusia,28.8461019,-81.1625612
SebastianFLIndian River,27.816415,-80.4706078
